state,county,lat,lon,population
MI,Clinton,42.8863,-84.5543,79128
MI,Crawford,44.6571,-84.6690,12988
MI,Delta,45.8019,-87.0658,36903
MI,Dickinson,45.8330,-88.0140,25947
MI,Eaton,42.6451,-84.7396,109175
MI,Emmet,45.4320,-84.9104,34112
MI,Genesee,43.0024,-83.6938,406211
MI,Gladwin,43.9680,-84.4398,25386
MI,Gogebic,46.4464,-89.9930,14380
MI,Grand Traverse,44.7134,-85.6130,95238
MI,Gratiot,43.3441,-84.6313,41761
MI,Hillsdale,41.9169,-84.6052,45746
MI,Houghton,47.1273,-88.5418,37361
MI,Huron,43.8324,-83.0630,31407
MI,Ingham,42.6884,-84.4863,284900
MI,Ionia,42.9570,-85.0867,66804
MI,Iosco,44.3570,-83.5324,25237
MI,Iron,46.0996,-88.5376,11631
MI,Isabella,43.6085,-84.8034,64394
MI,Jackson,42.2418,-84.4066,160366
MI,Kalamazoo,42.2625,-85.5864,261670
MI,Kalkaska,44.7206,-85.1650,17939
MI,Kent,42.9618,-85.6256,657974
MI,Keweenaw,47.3361,-88.2893,2046
MI,Lake,43.9572,-85.7994,12096
MI,Lapeer,43.0582,-83.2494,88619
MI,Leelanau,44.9070,-85.7301,22301
MI,Lenawee,41.9261,-84.0528,99423
MI,Livingston,42.5750,-83.8565,193866
MI,Luce,46.3357,-85.5614,5339
MI,Mackinac,45.9973,-84.8813,10834
MI,Macomb,42.5891,-82.9579,881217
MI,Manistee,44.3063,-86.1853,25032
MI,Marquette,46.4867,-87.4928,66017
MI,Mason,43.9746,-86.3467,29052
MI,Mecosta,43.6509,-85.3822,39714
MI,Menominee,45.3421,-87.5798,23502
MI,Midland,43.6433,-84.2963,83494
MI,Missaukee,44.3077,-85.1799,15052
MI,Monroe,41.9017,-83.4864,154809
MI,Montcalm,43.2836,-85.1727,66614
MI,Montmorency,44.9974,-84.1259,9153
MI,Muskegon,43.2438,-86.2149,175824
MI,Newaygo,43.4662,-85.8113,49978
MI,Oakland,42.5869,-83.3140,1274395
MI,Oceana,43.6327,-86.3058,26659
MI,Ogemaw,44.2866,-84.1273,20770
MI,Ontonagon,46.7189,-89.2882,5816
MI,Osceola,43.9654,-85.3578,22891
MI,Oscoda,44.7015,-84.1484,8219
MI,Otsego,45.0069,-84.6668,25091
MI,Ottawa,42.9111,-86.0159,296200
MI,Presque Isle,45.3570,-83.8682,12982
MI,Roscommon,44.3643,-84.6501,23459
MI,Saginaw,43.3991,-83.9964,190124
MI,Sanilac,43.3652,-82.7830,40611
MI,Schoolcraft,46.0061,-86.2268,8047
MI,Shiawassee,42.9427,-84.1479,68094
MI,St. Clair,42.9122,-82.5635,160383
MI,St. Joseph,41.8875,-85.5269,60939
MI,Tuscola,43.4299,-83.4339,53323
MI,Van Buren,42.2602,-86.0013,75587
MI,Washtenaw,42.2576,-83.7269,372258
MI,Wayne,42.3295,-83.2263,1793561
MI,Wexford,44.3097,-85.4866,33673
MN,Aitkin,46.5708,-93.5300,15697
MN,Anoka,45.1950,-93.2693,363887
MN,Becker,46.8470,-95.7811,35183
MN,Beltrami,47.5853,-94.8633,46228
MN,Benton,45.6347,-94.1043,41379
MN,Big Stone,45.3954,-96.4463,5166
MN,Blue Earth,44.1336,-93.9944,69112
MN,Brown,44.2851,-94.5918,25912
MN,Carlton,46.6442,-92.5323,36207
MN,Carver,44.8369,-93.6793,106922
MN,Cass,46.8177,-94.4179,30066
MN,Chippewa,44.9618,-95.6183,12598
MN,Chisago,45.4521,-92.9240,56621
MN,Clay,46.8550,-96.6739,65318
MN,Clearwater,47.5600,-95.3888,8524
MN,Cook,47.7901,-90.3394,5600
MN,Cottonwood,43.9386,-95.1209,11517
MN,Crow Wing,46.4309,-94.1623,66123
MN,Dakota,44.7632,-93.1546,439882
MN,Dodge,44.0301,-92.8060,20867
MN,Douglas,45.9079,-95.3895,39006
MN,Faribault,43.6828,-93.9550,13921
MN,Fillmore,43.6963,-92.0818,21228
MN,Freeborn,43.6628,-93.3617,30895
MN,Goodhue,44.4464,-92.6666,47582
MN,Grant,45.9485,-95.9315,6074
MN,Hennepin,44.9767,-93.3612,1281565
MN,Houston,43.7204,-91.4387,18843
MN,Hubbard,47.0584,-94.9334,21344
MN,Isanti,45.5427,-93.2598,41135
MN,Itasca,47.3150,-93.5211,45014
MN,Jackson,43.6654,-95.1096,9989
MN,Kanabec,45.8852,-93.2980,16032
MN,Kandiyohi,45.1546,-95.0175,43732
MN,Kittson,48.7293,-96.7766,4207
MN,Koochiching,48.5110,-93.4898,12062
MN,Lac qui Parle,44.9824,-96.1309,6719
MN,Lake,47.1865,-91.5608,10905
MN,Lake of the Woods,48.7695,-94.7446,3763
MN,Le Sueur,44.3968,-93.7161,28674
MN,Lincoln,44.3739,-96.2523,5640
MN,Lyon,44.4285,-95.7967,25269
MN,Mahnomen,47.3002,-95.8375,5411
MN,Marshall,48.3069,-96.5301,9040
MN,Martin,43.6656,-94.5093,20025
MN,McLeod,44.8597,-94.2648,36771
MN,Meeker,45.1363,-94.4812,23400
MN,Mille Lacs,45.7908,-93.6230,26459
MN,Morrison,45.9846,-94.3291,34010
MN,Mower,43.6654,-92.9019,40029
MN,Murray,43.9824,-95.7408,8179
MN,Nicollet,44.2654,-94.0584,34454
MN,Nobles,43.6350,-95.6639,22290
MN,Norman,47.3085,-96.4844,6441
MN,Olmsted,44.0245,-92.4762,162847
MN,Otter Tail,46.4087,-95.7892,60081
MN,Pennington,48.1029,-96.1480,13992
MN,Pine,46.0304,-92.8942,28876
MN,Pipestone,43.9807,-96.2683,9424
MN,Polk,47.7839,-96.5628,31192
MN,Pope,45.6302,-95.4394,11308
MN,Ramsey,44.9929,-93.1056,552352
MN,Red Lake,47.8757,-96.1321,3935
MN,Redwood,44.4400,-95.1899,15425
MN,Renville,44.7212,-94.9423,14723
MN,Rice,44.3727,-93.2617,67097
MN,Rock,43.6481,-96.2371,9704
MN,Roseau,48.8244,-95.6467,15331
MN,Scott,44.7146,-93.4664,150928
MN,Sherburne,45.4024,-93.7189,97183
MN,Sibley,44.5825,-94.1655,14836
MN,St. Louis,47.0784,-92.3074,200231
MN,Stearns,45.5592,-94.3550,158292
MN,Steele,44.0659,-93.2146,37406
MN,Stevens,45.5780,-95.9218,9671
MN,Swift,45.2729,-95.6376,9838
MN,Todd,46.0658,-94.8891,25262
MN,Traverse,45.7520,-96.5473,3360
MN,Wabasha,44.2983,-92.2188,21387
MN,Wadena,46.5274,-95.0448,14065
MN,Waseca,44.0625,-93.5513,18968
MN,Washington,44.9857,-92.9214,267568
MN,Watonwan,43.9928,-94.5836,11253
MN,Wilkin,46.3164,-96.5256,6506
MN,Winona,44.0237,-91.7185,49671
MN,Wright,45.1991,-93.8181,141337
MN,Yellow Medicine,44.7374,-95.8301,9528
MO,Adair,40.1953,-92.5815,25314
MO,Andrew,39.9199,-94.8166,18135
MO,Atchison,40.4209,-95.4361,5305
MO,Audrain,39.2039,-91.8266,24962
MO,Barry,36.7375,-93.8657,34534
MO,Barton,37.4959,-94.3054,11637
MO,Bates,38.2808,-94.3628,16042
MO,Benton,38.3010,-93.3100,19394
MO,Bollinger,37.3407,-89.9997,10567
MO,Boone,38.9567,-92.3216,183610
MO,Buchanan,39.7507,-94.8198,84793
MO,Butler,36.7570,-90.4180,42130
MO,Caldwell,39.6639,-93.9989,8815
MO,Callaway,38.7975,-91.9975,44283
MO,Camden,38.0731,-92.7460,42745
MO,Cape Girardeau,37.3552,-89.6077,81710
MO,Carroll,39.4083,-93.4965,8495
MO,Carter,36.9475,-90.8857,5202
MO,Cass,38.7511,-94.4243,107824
MO,Cedar,37.7655,-93.8953,14188
MO,Chariton,39.4861,-92.9315,7408
MO,Christian,37.0279,-93.2644,88842
MO,Clark,40.4121,-91.7086,6634
MO,Clay,39.2530,-94.4973,253335
MO,Clinton,39.6024,-94.3675,21184
MO,Cole,38.5525,-92.2206,77279
MO,Cooper,38.9101,-92.7728,17103
MO,Crawford,38.0619,-91.3216,23056
MO,Dade,37.4154,-93.8249,7569
MO,Dallas,37.6438,-93.0666,17071
MO,Daviess,39.9382,-93.9807,8430
MO,DeKalb,39.8256,-94.3546,11029
MO,Dent,37.6314,-91.5451,14421
MO,Douglas,36.9407,-92.6034,11578
MO,Dunklin,36.3249,-90.0581,28283
MO,Franklin,38.4364,-90.9990,104682
MO,Gasconade,38.4464,-91.4901,14794
MO,Gentry,40.2037,-94.4328,6162
MO,Greene,37.1922,-93.3095,298915
MO,Grundy,40.0933,-93.5958,9808
MO,Harrison,40.3156,-94.0013,8157
MO,Henry,38.3943,-93.7377,21946
MO,Hickory,37.9111,-93.3291,8279
MO,Holt,40.0843,-95.1859,4223
MO,Howard,39.1406,-92.7045,10151
MO,Howell,36.7926,-91.8737,39750
MO,Iron,37.5780,-90.7138,9537
MO,Jackson,39.0100,-94.4443,717204
MO,Jasper,37.1296,-94.4441,122761
MO,Jefferson,38.3409,-90.4751,226739
MO,Johnson,38.7586,-93.7703,54013
MO,Knox,40.1552,-92.1541,3744
MO,Laclede,37.6697,-92.6538,36039
MO,Lafayette,39.0552,-93.8422,32984
MO,Lawrence,37.0350,-93.7997,38001
MO,Lewis,40.0892,-91.6417,10032
MO,Lincoln,38.9968,-90.9298,59574
MO,Linn,39.7972,-93.0667,11874
MO,Livingston,39.7981,-93.5531,14557
MO,Macon,39.7965,-92.5081,15209
MO,Madison,37.5395,-90.2998,12626
MO,Maries,38.1700,-91.8788,8432
MO,Marion,39.7414,-91.4574,28525
MO,McDonald,36.6153,-94.3990,23303
MO,Mercer,40.4150,-93.5795,3538
MO,Miller,38.2464,-92.5090,24722
MO,Mississippi,36.8560,-89.3685,12577
MO,Moniteau,38.6275,-92.6110,15473
MO,Monroe,39.5248,-91.9663,8666
MO,Montgomery,38.9490,-91.4674,11322
MO,Morgan,38.3838,-92.8510,21006
MO,New Madrid,36.6128,-89.6519,16434
MO,Newton,36.9217,-94.4144,58648
MO,Nodaway,40.3523,-94.8683,21241
MO,Oregon,36.6150,-91.4739,8635
MO,Osage,38.4551,-91.8845,13274
MO,Ozark,36.6233,-92.4219,8553
MO,Pemiscot,36.1800,-89.7447,15661
MO,Perry,37.7139,-89.8579,18956
MO,Pettis,38.7014,-93.2475,42980
MO,Phelps,37.9434,-91.7470,44638
MO,Pike,39.3630,-91.1600,17587
MO,Platte,39.2603,-94.6837,106718
MO,Polk,37.6020,-93.4044,31519
MO,Pulaski,37.8220,-92.1757,53955
MO,Putnam,40.4830,-92.9845,4681
MO,Ralls,39.5798,-91.4692,10355
MO,Randolph,39.4137,-92.4518,24716
MO,Ray,39.3366,-94.0621,23158
MO,Reynolds,37.3290,-90.9701,6096
MO,Ripley,36.6269,-90.7907,10679
MO,Saline,39.1114,-93.2027,23333
MO,Schuyler,40.4619,-92.5204,4032
MO,Scotland,40.4481,-92.1518,4716
MO,Scott,37.0152,-89.5775,38059
MO,Shannon,37.0690,-91.4329,7031
MO,Shelby,39.7617,-92.0773,6103
MO,St. Charles,38.7786,-90.6713,405262
MO,St. Clair,38.0572,-93.7639,9284
MO,St. Francois,37.8345,-90.4881,66922
MO,St. Louis,38.6445,-90.3895,1004125
MO,St. Louis,38.6206,-90.2533,301578
MO,Ste. Genevieve,37.9408,-90.1657,18479
MO,Stoddard,36.8479,-89.9709,28672
MO,Stone,36.7234,-93.4378,31076
MO,Sullivan,40.2149,-93.1016,5999
MO,Taney,36.6571,-93.1951,56066
MO,Texas,37.3301,-91.9661,24487
MO,Vernon,37.8368,-94.3374,19707
MO,Warren,38.7904,-91.0986,35532
MO,Washington,37.9538,-90.7858,23514
MO,Wayne,37.1091,-90.5235,10974
MO,Webster,37.2629,-92.9068,39085
MO,Worth,40.4816,-94.4371,1973
MO,Wright,37.1933,-92.4333,18188
MS,Adams,31.5458,-91.3543,29538
MS,Alcorn,34.9095,-88.5298,34740
MS,Amite,31.1871,-90.8076,12720
MS,Attala,33.0653,-89.5892,17889
MS,Benton,34.8138,-89.2039,7646
MS,Bolivar,33.7719,-90.7688,30985
MS,Calhoun,33.9301,-89.3095,13266
MS,Carroll,33.4618,-89.9193,9998
MS,Chickasaw,33.9308,-88.9389,17106
MS,Choctaw,33.3392,-89.2342,8246
MS,Claiborne,31.9315,-90.9507,9135
MS,Clarke,32.0672,-88.7317,15615
MS,Clay,33.6249,-88.6930,18636
MS,Coahoma,34.2201,-90.5704,21390
MS,Copiah,31.8934,-90.3786,28368
MS,Covington,31.6347,-89.5470,18340
MS,DeSoto,34.9274,-89.9497,185314
MS,Forrest,31.3093,-89.2880,78158
MS,Franklin,31.4717,-90.8667,7675
MS,George,30.8684,-88.5909,24350
MS,Greene,31.1954,-88.6294,13530
MS,Grenada,33.7676,-89.8034,21629
MS,Hancock,30.3791,-89.4041,46053
MS,Harrison,30.4342,-89.0638,208621
MS,Hinds,32.3040,-90.2570,227742
MS,Holmes,33.0896,-90.0287,17000
MS,Humphreys,33.1641,-90.5189,7785
MS,Issaquena,32.8893,-91.0186,1338
MS,Itawamba,34.2897,-88.4043,23863
MS,Jackson,30.4437,-88.6686,143252
MS,Jasper,31.9611,-89.1448,16367
MS,Jefferson,31.7140,-91.0575,7260
MS,Jefferson Davis,31.5754,-89.8160,11321
MS,Jones,31.6672,-89.1672,67246
MS,Kemper,32.7638,-88.6730,8988
MS,Lafayette,34.3594,-89.5268,55813
MS,Lamar,31.2739,-89.4399,64222
MS,Lauderdale,32.4013,-88.6929,72984
MS,Lawrence,31.5538,-90.1106,12016
MS,Leake,32.7337,-89.5110,21275
MS,Lee,34.2782,-88.7038,83343
MS,Leflore,33.5135,-90.2034,28339
MS,Lincoln,31.5493,-90.4579,34907
MS,Lowndes,33.5203,-88.3894,58879
MS,Madison,32.5099,-90.1048,109145
MS,Marion,31.2458,-89.8305,24441
MS,Marshall,34.8166,-89.5441,33752
MS,Monroe,33.9265,-88.4991,34180
MS,Montgomery,33.4963,-89.6825,9822
MS,Neshoba,32.7550,-89.1200,29087
MS,Newton,32.4153,-89.1294,21291
MS,Noxubee,33.1328,-88.5497,10285
MS,Oktibbeha,33.4484,-88.8254,51788
MS,Panola,34.3453,-89.9349,33208
MS,Pearl River,30.6408,-89.6317,56145
MS,Perry,31.2621,-88.9926,11511
MS,Pike,31.2190,-90.4350,40324
MS,Pontotoc,34.2536,-89.0151,31184
MS,Prentiss,34.6326,-88.5521,25008
MS,Quitman,34.2677,-90.2632,6176
MS,Rankin,32.2813,-90.0305,157031
MS,Scott,32.4016,-89.5296,27990
MS,Sharkey,32.9217,-90.8626,3800
MS,Simpson,31.9159,-89.8557,25949
MS,Smith,31.9701,-89.5045,14209
MS,Stone,30.8064,-89.1358,18333
MS,Sunflower,33.5933,-90.5841,25971
MS,Tallahatchie,33.9842,-90.1821,12715
MS,Tate,34.6442,-89.9483,28064
MS,Tippah,34.7658,-88.9243,21815
MS,Tishomingo,34.7306,-88.2283,18850
MS,Tunica,34.7207,-90.3414,9782
MS,Union,34.4831,-89.0105,27777
MS,Walthall,31.1508,-90.1230,13884
MS,Warren,32.3248,-90.8438,44722
MS,Washington,33.3690,-91.0108,44922
MS,Wayne,31.6505,-88.6625,19779
MS,Webster,33.5828,-89.2207,9926
MS,Wilkinson,31.1232,-91.2452,8587
MS,Winston,33.0850,-89.0420,17714
MS,Yalobusha,34.0815,-89.6950,12481
MS,Yazoo,32.8292,-90.3822,26743
MT,Beaverhead,45.2250,-112.6935,9371
MT,Big Horn,45.5686,-107.4997,13124
MT,Blaine,48.4324,-108.8716,7044
MT,Broadwater,46.2816,-111.5434,6774
MT,Carbon,45.3223,-109.0848,10473
MT,Carter,45.6874,-104.5253,1415
MT,Cascade,47.4916,-111.3066,84414
MT,Chouteau,47.9626,-110.3863,5895
MT,Custer,46.4017,-105.8146,11867
MT,Daniels,48.7836,-105.4317,1661
MT,Dawson,47.1372,-104.7488,8940
MT,Deer Lodge,46.1359,-112.9556,9421
MT,Fallon,46.3605,-104.3161,3049
MT,Fergus,47.0920,-109.4146,11446
MT,Flathead,48.2474,-114.2809,104357
MT,Gallatin,45.6830,-111.1288,118960
MT,Garfield,47.3100,-106.9467,1173
MT,Glacier,48.6011,-112.8031,13778
MT,Golden Valley,46.2979,-109.1208,823
MT,Granite,46.4454,-113.3199,3309
MT,Hill,48.5117,-109.7671,16309
MT,Jefferson,46.2684,-112.0455,12085
MT,Judith Basin,47.0940,-110.1713,2023
MT,Lake,47.6084,-114.1232,31134
MT,Lewis and Clark,46.6466,-112.0196,70973
MT,Liberty,48.5380,-110.9852,1959
MT,Lincoln,48.5533,-115.4265,19677
MT,Madison,45.4190,-111.9226,8623
MT,McCone,47.5697,-105.6389,1729
MT,Meagher,46.5298,-110.8815,1927
MT,Mineral,47.1828,-114.8943,4535
MT,Missoula,46.8755,-114.0215,117922
MT,Musselshell,46.4201,-108.4831,4730
MT,Park,45.6049,-110.5969,17191
MT,Petroleum,47.0122,-108.3179,496
MT,Phillips,48.3672,-107.8666,4217
MT,Pondera,48.2114,-112.1578,5898
MT,Powder River,45.4385,-105.5446,1694
MT,Powell,46.4506,-112.7580,6946
MT,Prairie,46.8097,-105.2762,1088
MT,Ravalli,46.3585,-114.1114,44174
MT,Richland,47.7207,-104.2042,11491
MT,Roosevelt,48.1344,-105.2126,10794
MT,Rosebud,45.9029,-106.6122,8329
MT,Sanders,47.6350,-115.1758,12400
MT,Sheridan,48.7341,-104.4937,3539
MT,Silver Bow,45.9875,-112.5255,35133
MT,Stillwater,45.6154,-109.2382,8963
MT,Sweet Grass,45.8294,-109.9165,3678
MT,Teton,47.7625,-112.0393,6226
MT,Toole,48.5781,-111.8505,4971
MT,Treasure,46.2471,-107.2471,762
MT,Valley,48.2362,-106.5416,7578
MT,Wheatland,46.4546,-109.8455,2069
MT,Wibaux,46.9700,-104.1912,937
MT,Yellowstone,45.7899,-108.5461,164731
NC,Alamance,36.0715,-79.4132,171415
NC,Alexander,35.8893,-81.1935,36444
NC,Alleghany,36.4976,-81.1060,10888
NC,Anson,34.9741,-80.1108,22055
NC,Ashe,36.4136,-81.4880,26577
NC,Avery,36.0760,-81.9395,17806
NC,Beaufort,35.5216,-76.9618,44652
NC,Bertie,36.0817,-76.9627,17934
NC,Bladen,34.6092,-78.6433,29606
NC,Brunswick,34.0418,-78.2166,136693
NC,Buncombe,35.5853,-82.5518,269452
NC,Burke,35.7313,-81.6412,87570
NC,Cabarrus,35.3957,-80.6211,225804
NC,Caldwell,35.8730,-81.5025,80652
NC,Camden,36.3693,-76.1977,10355
NC,Carteret,34.7441,-76.8187,67686
NC,Caswell,36.3999,-79.3613,22736
NC,Catawba,35.6955,-81.2453,160610
NC,Chatham,35.7560,-79.2084,76285
NC,Cherokee,35.1014,-84.0226,28774
NC,Chowan,36.1170,-76.6266,13708
NC,Clay,35.0363,-83.8057,11089
NC,Cleveland,35.2914,-81.5158,99519
NC,Columbus,34.2806,-78.7069,50623
NC,Craven,35.0692,-77.0414,100720
NC,Cumberland,35.0546,-78.9373,334728
NC,Currituck,36.4032,-76.0168,28100
NC,Dare,35.9204,-75.6760,36915
NC,Davidson,35.8579,-80.2005,168930
NC,Davie,35.9314,-80.5204,42712
NC,Duplin,34.9284,-77.9403,48715
NC,Durham,35.9862,-78.9017,324833
NC,Edgecombe,35.9024,-77.6561,48900
NC,Forsyth,36.1046,-80.2585,382590
NC,Franklin,36.0442,-78.3540,68573
NC,Gaston,35.2737,-81.1508,227943
NC,Gates,36.4646,-76.7070,10478
NC,Graham,35.3321,-83.7871,8030
NC,Granville,36.2166,-78.6497,60992
NC,Greene,35.4667,-77.6652,20451
NC,Guilford,36.0667,-79.8474,541299
NC,Halifax,36.3614,-77.6741,48622
NC,Harnett,35.3541,-78.8674,133568
NC,Haywood,35.5189,-82.9431,62089
NC,Henderson,35.3416,-82.4716,116281
NC,Hertford,36.3522,-77.0113,21552
NC,Hoke,34.9926,-79.1701,52082
NC,Hyde,35.4305,-76.2051,4589
NC,Iredell,35.6948,-80.8668,186693
NC,Jackson,35.3329,-83.1990,43109
NC,Johnston,35.5706,-78.4191,215999
NC,Jones,35.0307,-77.3541,9172
NC,Lee,35.4538,-79.1736,63285
NC,Lenoir,35.2606,-77.6340,55122
NC,Lincoln,35.4855,-81.1625,86810
NC,Macon,35.1569,-83.3773,37014
NC,Madison,35.8390,-82.6361,21193
NC,Martin,35.8303,-77.0973,22031
NC,McDowell,35.6674,-82.0199,44578
NC,Mecklenburg,35.2253,-80.8199,1115482
NC,Mitchell,35.9601,-82.1140,14903
NC,Montgomery,35.3406,-79.8929,25751
NC,Moore,35.2378,-79.4392,99727
NC,Nash,35.9460,-77.9259,94970
NC,New Hanover,34.2102,-77.8784,225702
NC,Northampton,36.4407,-77.4500,17471
NC,Onslow,34.7343,-77.4053,204576
NC,Orange,35.9801,-79.0823,148696
NC,Pamlico,35.1021,-76.7822,12276
NC,Pasquotank,36.2941,-76.2473,40568
NC,Pender,34.4538,-77.8067,60203
NC,Perquimans,36.1806,-76.4229,13005
NC,Person,36.3720,-78.9704,39097
NC,Pitt,35.5765,-77.3834,170243
NC,Polk,35.2584,-82.1769,19328
NC,Randolph,35.7662,-79.8291,144171
NC,Richmond,34.9427,-79.7354,42946
NC,Robeson,34.6772,-79.0918,116530
NC,Rockingham,36.4003,-79.7734,91096
NC,Rowan,35.6209,-80.5228,146875
NC,Rutherford,35.3508,-81.8979,64444
NC,Sampson,35.0367,-78.3976,59036
NC,Scotland,34.7857,-79.4740,34174
NC,Stanly,35.3206,-80.2519,62504
NC,Stokes,36.3495,-80.2752,44520
NC,Surry,36.4311,-80.6572,71359
NC,Swain,35.4378,-83.4120,14117
NC,Transylvania,35.2101,-82.7431,32986
NC,Tyrrell,35.8953,-76.2425,3245
NC,Union,35.0125,-80.6320,238267
NC,Vance,36.3328,-78.4030,42578
NC,Wake,35.7953,-78.6800,1129410
NC,Warren,36.4113,-78.1345,18642
NC,Washington,35.8632,-76.6517,11003
NC,Watauga,36.2182,-81.6860,54086
NC,Wayne,35.3729,-77.9867,117333
NC,Wilkes,36.1919,-81.1337,65969
NC,Wilson,35.7277,-77.9338,78784
NC,Yadkin,36.1640,-80.6740,37214
NC,Yancey,35.9109,-82.2946,18470
ND,Adams,46.0359,-102.6218,2200
ND,Barnes,46.9269,-98.0304,10853
ND,Benson,48.0222,-99.1490,5964
ND,Billings,47.0034,-103.3063,945
ND,Bottineau,48.8190,-100.6351,6379
ND,Bowman,46.1710,-103.3897,2993
ND,Burke,48.7605,-102.5393,2201
ND,Burleigh,46.8231,-100.7613,98458
ND,Cass,46.8532,-96.8661,184525
ND,Cavalier,48.7563,-98.4087,3704
ND,Dickey,46.0903,-98.3168,4999
ND,Divide,48.8732,-103.3406,2195
ND,Dunn,47.3372,-102.6382,4095
ND,Eddy,47.7058,-99.0569,2347
ND,Emmons,46.2670,-100.2215,3301
ND,Foster,47.4606,-99.0323,3397
ND,Golden Valley,46.8910,-103.9593,1736
ND,Grand Forks,47.9041,-97.1141,73170
ND,Grant,46.3936,-101.7099,2301
ND,Griggs,47.4515,-98.1844,2306
ND,Hettinger,46.4528,-102.5637,2489
ND,Kidder,46.9138,-99.8032,2394
ND,LaMoure,46.4050,-98.5311,4093
ND,Logan,46.4972,-99.5537,1876
ND,McHenry,48.1797,-100.7007,5345
ND,McIntosh,46.1461,-99.4930,2530
ND,McKenzie,47.8154,-103.2499,14704
ND,McLean,47.5240,-101.2270,9771
ND,Mercer,47.3010,-101.7120,8350
ND,Morton,46.8208,-100.9874,33291
ND,Mountrail,48.1348,-102.3851,9809
ND,Nelson,47.9141,-98.2115,3015
ND,Oliver,47.1203,-101.3071,1877
ND,Pembina,48.7864,-97.5831,6844
ND,Pierce,48.3280,-99.9854,3990
ND,Ramsey,48.1300,-98.8346,11605
ND,Ransom,46.4733,-97.6541,5703
ND,Renville,48.7122,-101.5130,2282
ND,Richland,46.2654,-96.7651,16529
ND,Rolette,48.8376,-99.8157,12187
ND,Sargent,46.1662,-97.5879,3862
ND,Sheridan,47.5818,-100.3336,1265
ND,Sioux,46.1668,-100.7275,3898
ND,Slope,46.4184,-103.4162,706
ND,Stark,46.8833,-102.7850,33646
ND,Steele,47.4599,-97.7505,1798
ND,Stutsman,46.9174,-98.7395,21593
ND,Towner,48.5756,-99.2330,2162
ND,Traill,47.4894,-97.2214,7997
ND,Walsh,48.3924,-97.5562,10563
ND,Ward,48.2510,-101.3243,69919
ND,Wells,47.6735,-99.7762,3982
ND,Williams,48.1982,-103.5820,40950
NE,Adams,40.5855,-98.4152,31205
NE,Antelope,42.1471,-98.0574,6295
NE,Arthur,41.5694,-101.6789,434
NE,Banner,41.5588,-103.7216,674
NE,Blaine,41.9061,-100.0134,431
NE,Boone,41.6773,-98.0140,5379
NE,Box Butte,42.1367,-102.9052,10842
NE,Boyd,42.8936,-98.7448,1810
NE,Brown,42.5431,-99.8496,2903
NE,Buffalo,40.7378,-99.0728,50084
NE,Burt,41.8452,-96.3478,6722
NE,Butler,41.2474,-97.1417,8369
NE,Cass,40.9495,-96.0637,26598
NE,Cedar,42.5767,-97.2510,8380
NE,Chase,40.5020,-101.6256,3893
NE,Cherry,42.7884,-100.7497,5455
NE,Cheyenne,41.1649,-102.9826,9468
NE,Clay,40.5476,-98.0279,6104
NE,Colfax,41.5156,-97.0764,10582
NE,Cuming,41.8969,-96.7584,9013
NE,Custer,41.4006,-99.6739,10545
NE,Dakota,42.4469,-96.4386,21582
NE,Dawes,42.7863,-103.0663,8199
NE,Dawson,40.8274,-99.8567,24111
NE,Deuel,41.0909,-102.3365,1838
NE,Dixon,42.4368,-96.8261,5606
NE,Dodge,41.4713,-96.5286,37167
NE,Douglas,41.2617,-96.0697,584526
NE,Dundy,40.0895,-101.5993,1654
NE,Fillmore,40.5412,-97.5801,5551
NE,Franklin,40.1860,-98.9545,2889
NE,Frontier,40.6100,-100.3988,2519
NE,Furnas,40.2508,-99.9341,4636
NE,Gage,40.2809,-96.7136,21704
NE,Garden,41.4295,-102.3239,1874
NE,Garfield,41.8037,-99.1041,1813
NE,Gosper,40.5944,-99.8268,1893
NE,Grant,41.9696,-101.7346,611
NE,Greeley,41.5553,-98.4994,2188
NE,Hall,40.9163,-98.3778,62895
NE,Hamilton,40.8795,-98.0230,9429
NE,Harlan,40.1453,-99.4063,3073
NE,Hayes,40.5008,-101.0498,856
NE,Hitchcock,40.2109,-101.0047,2616
NE,Holt,42.4605,-98.7438,10127
NE,Hooker,42.0107,-101.0506,711
NE,Howard,41.1892,-98.4896,6475
NE,Jefferson,40.1642,-97.1417,7240
NE,Johnson,40.4011,-96.2277,5290
NE,Kearney,40.5073,-98.9922,6688
NE,Keith,41.1418,-101.6998,8335
NE,Keya Paha,42.8689,-99.7174,769
NE,Kimball,41.2313,-103.6616,3434
NE,Knox,42.6242,-97.7826,8391
NE,Lancaster,40.7993,-96.6715,322608
NE,Lincoln,41.1193,-100.7895,34676
NE,Logan,41.4992,-100.5077,716
NE,Loup,41.8326,-99.4164,607
NE,Madison,42.0064,-97.4614,35585
NE,McPherson,41.5604,-101.0049,399
NE,Merrick,41.1308,-98.0372,7668
NE,Morrill,41.7086,-103.1629,4555
NE,Nance,41.4046,-97.8962,3380
NE,Nemaha,40.4020,-95.8392,7074
NE,Nuckolls,40.1146,-98.0618,4095
NE,Otoe,40.6708,-96.0369,15912
NE,Pawnee,40.1332,-96.1773,2544
NE,Perkins,40.8449,-101.6755,2858
NE,Phelps,40.4664,-99.4045,8968
NE,Pierce,42.2595,-97.5916,7317
NE,Platte,41.4670,-97.3855,34296
NE,Polk,41.1736,-97.5567,5214
NE,Red Willow,40.2067,-100.5921,10702
NE,Richardson,40.0999,-95.6697,7871
