state,county,lat,lon,population
TN,Blount,35.7532,-83.9735,135280
TN,Bradley,35.1674,-84.8597,108620
TN,Campbell,36.3815,-84.1260,39272
TN,Cannon,35.7994,-86.0640,14506
TN,Carroll,36.0189,-88.4642,28440
TN,Carter,36.3190,-82.2034,56356
TN,Cheatham,36.2723,-87.0635,41072
TN,Chester,35.4383,-88.6225,17341
TN,Claiborne,36.4887,-83.6398,32043
TN,Clay,36.5528,-85.5629,7581
TN,Cocke,35.9473,-83.1740,35999
TN,Coffee,35.4542,-86.1246,57889
TN,Crockett,35.7875,-89.1200,13911
TN,Cumberland,35.9556,-85.0178,61145
TN,Davidson,36.1378,-86.7448,715884
TN,DeKalb,35.9670,-85.8369,20080
TN,Decatur,35.6062,-88.1233,11435
TN,Dickson,36.1042,-87.3439,54315
TN,Dyer,36.0594,-89.3584,36801
TN,Fayette,35.2011,-89.4798,41990
TN,Fentress,36.3632,-84.9367,18489
TN,Franklin,35.2082,-86.1162,42774
TN,Gibson,35.9323,-88.8710,50429
TN,Giles,35.1922,-87.0304,30346
TN,Grainger,36.2662,-83.4866,23527
TN,Greene,36.1775,-82.8326,70152
TN,Grundy,35.3432,-85.7223,13529
TN,Hamblen,36.2155,-83.2975,64499
TN,Hamilton,35.0938,-85.2018,366207
TN,Hancock,36.5172,-83.2311,6662
TN,Hardeman,35.2229,-89.0185,25462
TN,Hardin,35.1985,-88.2260,26831
TN,Hawkins,36.4630,-82.8740,56721
TN,Haywood,35.5862,-89.2677,17864
TN,Henderson,35.6480,-88.4029,27842
TN,Henry,36.3198,-88.2914,32199
TN,Hickman,35.8547,-87.4055,24925
TN,Houston,36.3042,-87.7043,8283
TN,Humphreys,36.0712,-87.7751,18990
TN,Jackson,36.3280,-85.6294,11617
TN,Jefferson,36.0648,-83.4531,54683
TN,Johnson,36.4501,-81.8447,17948
TN,Knox,35.9719,-83.9916,478971
TN,Lake,36.3564,-89.4672,7005
TN,Lauderdale,35.7651,-89.5374,25143
TN,Lawrence,35.2376,-87.3536,44159
TN,Lewis,35.5332,-87.5217,12582
TN,Lincoln,35.1052,-86.5717,35319
TN,Loudon,35.7606,-84.2843,54886
TN,Macon,36.5353,-86.0256,25216
TN,Madison,35.6535,-88.8245,98823
TN,Marion,35.1095,-85.6088,28837
TN,Marshall,35.4967,-86.7708,34318
TN,Maury,35.6356,-87.0292,100974
TN,McMinn,35.4260,-84.5987,53276
TN,McNairy,35.1770,-88.5375,25866
TN,Meigs,35.5021,-84.8162,12758
TN,Monroe,35.5184,-84.3542,46250
TN,Montgomery,36.5571,-87.3460,220069
TN,Moore,35.2964,-86.3404,6461
TN,Morgan,36.0984,-84.5932,21035
TN,Obion,36.3972,-89.0799,30787
TN,Overton,36.3449,-85.3249,22511
TN,Perry,35.6538,-87.8593,8366
TN,Pickett,36.5656,-85.1413,5001
TN,Polk,35.1252,-84.5684,17544
TN,Putnam,36.1632,-85.5038,79854
TN,Rhea,35.5568,-84.9544,32870
TN,Roane,35.8811,-84.5222,53404
TN,Robertson,36.4846,-86.8303,72803
TN,Rutherford,35.8883,-86.4503,341486
TN,Scott,36.4545,-84.5083,21850
TN,Sequatchie,35.3554,-85.3914,15826
TN,Sevier,35.8642,-83.5825,98380
TN,Shelby,35.1310,-89.8864,929744
TN,Smith,36.2413,-85.9682,19904
TN,Stewart,36.4937,-87.8001,13657
TN,Sullivan,36.5299,-82.3971,158163
TN,Sumner,36.3962,-86.5360,196281
TN,Tipton,35.4759,-89.7503,60970
TN,Trousdale,36.3862,-86.1534,11615
TN,Unicoi,36.1513,-82.3947,17928
TN,Union,36.2453,-83.8160,19802
TN,Van Buren,35.7115,-85.4546,6168
TN,Warren,35.6952,-85.7948,40953
TN,Washington,36.3256,-82.4338,133001
TN,Wayne,35.2581,-87.7903,16232
TN,Weakley,36.2925,-88.7738,32902
TN,White,35.9416,-85.4889,27351
TN,Williamson,35.9123,-86.8462,247726
TN,Wilson,36.2003,-86.4095,147737
TX,Anderson,31.7753,-95.6839,57922
TX,Andrews,32.3214,-102.5396,18610
TX,Angelina,31.3135,-94.7161,86395
TX,Aransas,28.0307,-97.0725,23830
TX,Archer,33.7128,-98.6073,8560
TX,Armstrong,35.0922,-101.3921,1848
TX,Atascosa,29.0416,-98.5784,48981
TX,Austin,29.8510,-96.2199,30167
TX,Bailey,34.2187,-102.7441,6904
TX,Bandera,29.7035,-99.0316,20851
TX,Bastrop,30.1426,-97.3667,97216
TX,Baylor,33.5912,-99.2646,3465
TX,Bee,28.3956,-97.7338,31047
TX,Bell,31.0815,-97.5917,370647
TX,Bexar,29.4847,-98.5329,2009324
TX,Blanco,30.1771,-98.3921,11374
TX,Borden,32.7576,-101.4365,631
TX,Bosque,31.8621,-97.5709,18235
TX,Bowie,33.4366,-94.2008,92893
TX,Brazoria,29.3553,-95.3850,372031
TX,Brazos,30.6242,-96.3288,233849
TX,Brewster,30.2224,-103.6201,9546
TX,Briscoe,34.4435,-101.2343,1435
TX,Brooks,27.2087,-98.1448,7076
TX,Brown,31.7316,-98.9893,38095
TX,Burleson,30.4756,-96.6446,17642
TX,Burnet,30.6722,-98.2417,49130
TX,Caldwell,29.8653,-97.6746,45883
TX,Calhoun,28.5892,-96.6259,20106
TX,Callahan,32.3518,-99.4529,13708
TX,Cameron,26.0474,-97.5612,421017
TX,Camp,32.9902,-94.9850,12464
TX,Carson,35.3821,-101.3283,5807
TX,Cass,33.0806,-94.2973,28454
TX,Castro,34.5251,-102.2722,7371
TX,Chambers,29.8054,-94.7690,46571
TX,Cherokee,31.9135,-95.2162,50412
TX,Childress,34.4281,-100.2240,6664
TX,Clay,33.8254,-98.2448,10218
TX,Cochran,33.6894,-102.7410,2547
TX,Coke,31.9041,-100.4166,3285
TX,Coleman,31.8081,-99.4250,7684
TX,Collin,33.1129,-96.6906,1064465
TX,Collingsworth,34.8618,-100.2217,2652
TX,Colorado,29.6648,-96.5389,20557
TX,Comal,29.7645,-98.2217,161501
TX,Comanche,31.9722,-98.5590,13594
TX,Concho,31.2912,-99.8571,3303
TX,Cooke,33.6074,-97.1338,41668
TX,Coryell,31.2364,-97.8325,83093
TX,Cottle,34.0278,-100.3043,1380
TX,Crane,31.4023,-102.3527,4675
TX,Crockett,30.7047,-101.2166,3098
TX,Crosby,33.6604,-101.3576,5133
TX,Culberson,31.0642,-104.8195,2188
TX,Dallam,36.1050,-102.5687,7115
TX,Dallas,32.8098,-96.7876,2613539
TX,Dawson,32.7347,-101.9493,12456
TX,DeWitt,29.0996,-97.3115,19824
TX,Deaf Smith,34.8356,-102.4028,18583
TX,Delta,33.3748,-95.7046,5230
TX,Denton,33.1164,-97.0147,906422
TX,Dickens,33.5467,-100.8559,1770
TX,Dimmit,28.5207,-99.8270,8615
TX,Donley,34.9439,-100.8623,3258
TX,Duval,27.7425,-98.3910,9831
TX,Eastland,32.3573,-98.8454,17725
TX,Ector,31.8667,-102.3896,165171
TX,Edwards,29.9859,-100.2028,1422
TX,El Paso,31.7830,-106.3655,865657
TX,Ellis,32.4290,-96.8280,192455
TX,Erath,32.2121,-98.2252,42545
TX,Falls,31.2609,-96.9511,16968
TX,Fannin,33.5569,-96.1813,35662
TX,Fayette,29.8561,-96.9012,24435
TX,Fisher,32.7709,-100.4140,3672
TX,Floyd,34.0398,-101.3744,5402
TX,Foard,33.9916,-99.7052,1095
TX,Fort Bend,29.6202,-95.6813,822779
TX,Franklin,33.1221,-95.2239,10359
TX,Freestone,31.7001,-96.2093,19435
TX,Frio,28.8395,-99.1085,18385
TX,Gaines,32.7520,-102.6580,21598
TX,Galveston,29.4281,-95.0193,350682
TX,Garza,33.1975,-101.3806,5816
TX,Gillespie,30.2736,-98.9081,26725
TX,Glasscock,31.8426,-101.5253,1116
TX,Goliad,28.7106,-97.3623,7012
TX,Gonzales,29.4772,-97.5043,19653
TX,Gray,35.5304,-100.9399,21227
TX,Grayson,33.6449,-96.6266,135543
TX,Gregg,32.4999,-94.7908,124239
TX,Grimes,30.4393,-96.0073,29268
TX,Guadalupe,29.6020,-98.1074,172706
TX,Hale,34.1435,-101.7424,32522
TX,Hall,34.6647,-100.5926,2825
TX,Hamilton,31.7630,-98.0957,8222
TX,Hansford,36.2137,-101.2712,5285
TX,Hardeman,34.2852,-99.7014,3549
TX,Hardin,30.2994,-94.2572,56231
TX,Harris,29.8169,-95.4257,4731145
TX,Harrison,32.5343,-94.4273,68839
TX,Hartley,35.9946,-102.5023,5382
TX,Haskell,33.1775,-99.7647,5416
TX,Hays,30.0094,-97.9254,241067
TX,Hemphill,35.8930,-100.3608,3382
TX,Henderson,32.2413,-95.8894,82150
TX,Hidalgo,26.2359,-98.1845,870781
TX,Hill,31.9982,-97.1771,35874
TX,Hockley,33.5835,-102.3333,21537
TX,Hood,32.4343,-97.7623,61598
TX,Hopkins,33.1245,-95.5893,36787
TX,Houston,31.2979,-95.4664,22066
TX,Howard,32.2414,-101.4631,34860
TX,Hudspeth,31.3683,-105.5460,3202
TX,Hunt,33.0821,-96.1045,99956
TX,Hutchinson,35.6792,-101.4471,20617
TX,Irion,31.2704,-100.8347,1513
TX,Jack,33.2002,-98.1688,8472
TX,Jackson,28.9592,-96.5944,14988
TX,Jasper,30.7316,-93.9933,32980
TX,Jeff Davis,30.6089,-103.9969,1996
TX,Jefferson,30.0115,-94.0676,256526
TX,Jim Hogg,27.3031,-98.6852,4838
TX,Jim Wells,27.7556,-98.0628,38891
TX,Johnson,32.4413,-97.3228,179927
TX,Jones,32.7066,-99.8051,19663
TX,Karnes,28.8581,-97.8703,14710
TX,Kaufman,32.6712,-96.3581,145310
TX,Kendall,29.8314,-98.7176,44279
TX,Kenedy,27.1041,-97.7889,350
TX,Kent,33.2505,-100.6251,753
TX,Kerr,30.0403,-99.1594,52598
TX,Kimble,30.4863,-99.7277,4286
TX,King,33.6444,-100.2957,265
TX,Kinney,29.3034,-100.4182,3129
TX,Kleberg,27.4914,-97.8570,31040
TX,Knox,33.4598,-99.7040,3353
TX,La Salle,28.3534,-99.2464,6664
TX,Lamar,33.6755,-95.5340,50088
TX,Lamb,34.0283,-102.3247,13045
TX,Lampasas,31.0952,-98.1132,21627
TX,Lavaca,29.4071,-97.0438,20337
TX,Lee,30.2748,-96.9714,17478
TX,Leon,31.2913,-96.0483,15719
TX,Liberty,30.1592,-94.9255,91628
TX,Limestone,31.5904,-96.5191,22146
TX,Lipscomb,36.3866,-100.3631,3059
TX,Live Oak,28.3366,-98.1081,11335
TX,Llano,30.6802,-98.5087,21243
TX,Loving,31.7779,-103.6090,64
TX,Lubbock,33.5526,-101.8943,310639
TX,Lynn,33.1991,-101.8172,5596
TX,Madison,30.9558,-95.8997,13455
TX,Marion,32.7895,-94.4232,9725
TX,Martin,32.1736,-101.8275,5237
TX,Mason,30.7544,-99.2202,3953
TX,Matagorda,28.9181,-95.9989,36255
TX,Maverick,28.7064,-100.4782,57887
TX,McCulloch,31.1480,-99.3388,7630
TX,McLennan,31.5400,-97.1748,260579
TX,McMullen,28.4387,-98.5230,600
TX,Medina,29.3139,-98.9534,50748
TX,Menard,30.9011,-99.7767,1962
TX,Midland,32.0032,-102.1065,169983
TX,Milam,30.7443,-97.0086,24754
TX,Mills,31.4840,-98.5784,4456
TX,Mitchell,32.3923,-100.8640,8990
TX,Montague,33.6328,-97.7607,19965
TX,Montgomery,30.2288,-95.4621,620443
TX,Moore,35.9029,-101.9565,21358
TX,Morris,33.0732,-94.7229,11973
TX,Motley,34.0136,-100.8429,1063
TX,Nacogdoches,31.6257,-94.6446,64653
TX,Navarro,32.0813,-96.4860,52624
TX,Newton,30.6858,-93.7548,12217
TX,Nolan,32.4511,-100.4117,14738
TX,Nueces,27.7286,-97.4283,353178
TX,Ochiltree,36.3811,-100.8101,10015
TX,Oldham,35.2919,-102.4076,1758
TX,Orange,30.1202,-93.8658,84808
TX,Palo Pinto,32.7793,-98.1640,28409
TX,Panola,32.1634,-94.3351,22491
TX,Parker,32.7894,-97.7274,148222
TX,Parmer,34.5407,-102.8157,9869
TX,Pecos,30.8971,-102.7993,15193
TX,Polk,30.7365,-94.9368,50123
TX,Potter,35.2215,-101.8398,118525
TX,Presidio,29.8385,-104.2494,6131
TX,Rains,32.8857,-95.7951,12164
TX,Randall,35.1198,-101.8914,140753
TX,Reagan,31.2143,-101.4663,3385
TX,Real,29.7237,-99.8237,2758
TX,Red River,33.5919,-95.0783,11587
TX,Reeves,31.3871,-103.5263,14748
TX,Refugio,28.2905,-97.2476,6741
TX,Roberts,35.7163,-100.6955,827
TX,Robertson,30.9660,-96.5432,16757
TX,Rockwall,32.9169,-96.4280,107819
TX,Runnels,31.7992,-99.9936,9900
TX,Rusk,32.1944,-94.7985,52214
TX,Sabine,31.3390,-93.8494,9894
TX,San Augustine,31.4411,-94.1528,7918
TX,San Jacinto,30.5491,-95.1347,27402
TX,San Patricio,27.9427,-97.3910,68755
TX,San Saba,31.1882,-98.7604,5730
TX,Schleicher,30.8697,-100.5928,2451
TX,Scurry,32.7041,-100.9091,16932
TX,Shackelford,32.6910,-99.3062,3105
TX,Shelby,31.8235,-94.1815,24022
TX,Sherman,36.3327,-102.0083,2782
TX,Smith,32.3261,-95.3010,233479
TX,Somervell,32.2350,-97.7522,9205
TX,Starr,26.3878,-98.8434,65920
TX,Stephens,32.7562,-98.9022,9101
TX,Sterling,31.8348,-100.9933,1372
TX,Stonewall,33.1445,-100.2325,1245
TX,Sutton,30.5633,-100.6277,3372
TX,Swisher,34.5322,-101.7716,6971
TX,Tarrant,32.7645,-97.2477,2110640
TX,Taylor,32.4178,-99.7671,143208
TX,Terrell,30.1601,-102.3522,760
TX,Terry,33.1827,-102.2718,11831
TX,Throckmorton,33.1414,-99.1396,1440
TX,Titus,33.1759,-94.9665,31247
TX,Tom Green,31.4510,-100.4612,120003
TX,Travis,30.3143,-97.7482,1290188
TX,Trinity,30.9989,-95.2447,13602
TX,Tyler,30.7387,-94.3677,19798
TX,Upshur,32.6979,-94.9223,40892
TX,Upton,31.1810,-102.1250,3308
TX,Uvalde,29.2433,-99.7578,24564
TX,Val Verde,29.3809,-100.8981,47586
TX,Van Zandt,32.5775,-95.8376,59541
TX,Victoria,28.8250,-96.9916,91319
TX,Walker,30.7258,-95.5387,76400
TX,Waller,29.9968,-95.9536,56794
TX,Ward,31.5693,-102.9126,11644
TX,Washington,30.1815,-96.3978,35805
TX,Webb,27.5230,-99.4755,267114
TX,Wharton,29.2767,-96.1754,41570
TX,Wheeler,35.3525,-100.2635,4990
TX,Wichita,33.9209,-98.5525,129350
TX,Wilbarger,34.1449,-99.2970,12887
TX,Willacy,26.4524,-97.7774,20164
TX,Williamson,30.5610,-97.7170,609017
TX,Wilson,29.2314,-98.1430,49753
TX,Winkler,31.8423,-103.0992,7791
TX,Wise,33.1618,-97.6299,68632
TX,Wood,32.7760,-95.4001,44843
TX,Yoakum,33.0226,-102.8331,7694
TX,Young,33.1643,-98.6242,17867
TX,Zapata,26.9034,-99.2660,13889
TX,Zavala,28.7494,-99.8102,9670
UT,Beaver,38.2981,-112.7625,7072
UT,Box Elder,41.5926,-112.0984,57666
UT,Cache,41.7454,-111.8397,133154
UT,Carbon,39.6024,-110.7776,20412
UT,Daggett,40.9671,-109.6471,935
UT,Davis,41.0199,-111.9609,362679
UT,Duchesne,40.2895,-110.1624,19596
UT,Emery,39.2176,-110.9299,9825
UT,Garfield,37.7654,-112.1005,5083
UT,Grand,38.5691,-109.5287,9669
UT,Iron,37.7089,-113.0762,57289
UT,Juab,39.7484,-111.8786,11786
UT,Kane,37.1122,-112.4530,7667
UT,Millard,39.2093,-112.4856,12975
UT,Morgan,41.0837,-111.7250,12295
UT,Piute,38.2772,-112.2144,1438
UT,Rich,41.7765,-111.2858,2510
UT,Salt Lake,40.6385,-111.9277,1185238
UT,San Juan,37.5205,-109.5455,14518
UT,Sanpete,39.3845,-111.6052,28437
UT,Sevier,38.7718,-112.0447,21522
UT,Summit,40.7268,-111.4710,42357
UT,Tooele,40.5682,-112.3630,72698
UT,Uintah,40.4264,-109.5903,35620
UT,Utah,40.2783,-111.7499,659399
UT,Wasatch,40.5114,-111.4122,34788
UT,Washington,37.1302,-113.5240,180279
UT,Wayne,38.3617,-111.4739,2486
UT,Weber,41.2276,-111.9927,262223
VA,Accomack,37.7891,-75.6294,33413
VA,Albemarle,38.0524,-78.5192,112395
VA,Alexandria,38.8198,-77.0910,159467
VA,Alleghany,37.8025,-79.9299,15223
VA,Amelia,37.3415,-77.9740,13265
VA,Amherst,37.5189,-79.1035,31307
VA,Appomattox,37.3602,-78.8370,16119
VA,Arlington,38.8747,-77.0999,238643
VA,Augusta,38.1271,-79.0310,77487
VA,Bath,38.0189,-79.7589,4209
VA,Bedford,37.3202,-79.4854,79462
VA,Bland,37.1501,-81.0873,6270
VA,Botetourt,37.4464,-79.8531,33596
VA,Bristol,36.6105,-82.1692,17219
VA,Brunswick,36.7583,-77.8633,15849
VA,Buchanan,37.2641,-82.0591,20355
VA,Buckingham,37.5802,-78.4851,16824
VA,Buena Vista,37.7340,-79.3527,6641
VA,Campbell,37.2615,-79.1690,55696
VA,Caroline,38.0087,-77.4387,30887
VA,Carroll,36.7130,-80.7621,29155
VA,Charles City,37.3834,-77.1014,6773
VA,Charlotte,37.0221,-78.6303,11529
VA,Charlottesville,38.0332,-78.4904,46553
VA,Chesapeake,36.7557,-76.2827,249422
VA,Chesterfield,37.4183,-77.5562,364548
VA,Clarke,39.1294,-77.9874,14783
VA,Colonial Heights,37.2641,-77.4018,18170
VA,Covington,37.7812,-79.9894,5737
VA,Craig,37.4754,-80.1738,4892
VA,Culpeper,38.4982,-77.9991,52552
VA,Cumberland,37.4814,-78.2587,9675
VA,Danville,36.5915,-79.4092,42590
VA,Dickenson,37.1434,-82.3788,14124
VA,Dinwiddie,37.1357,-77.5605,27947
VA,Emporia,36.6922,-77.5413,5766
VA,Essex,37.9088,-76.9013,10599
VA,Fairfax,38.8447,-77.2591,1150309
VA,Fairfax,38.8518,-77.3024,24146
VA,Falls Church,38.8836,-77.1743,14658
VA,Fauquier,38.6955,-77.7741,72972
VA,Floyd,36.9432,-80.3424,15476
VA,Fluvanna,37.8886,-78.3018,27249
VA,Franklin,37.0209,-79.8576,54477
VA,Franklin,36.6790,-76.9370,8180
VA,Frederick,39.1663,-78.1884,91419
VA,Fredericksburg,38.2991,-77.4835,27982
VA,Galax,36.6662,-80.9189,6720
VA,Giles,37.3185,-80.7178,16787
VA,Gloucester,37.3763,-76.5295,38711
VA,Goochland,37.7000,-77.8376,24727
VA,Grayson,36.6456,-81.1146,15333
VA,Greene,38.2506,-78.4197,20552
VA,Greensville,36.7238,-77.5368,11391
VA,Halifax,36.7485,-78.9269,34022
VA,Hampton,37.0431,-76.3679,137148
VA,Hanover,37.6869,-77.4181,109979
VA,Harrisonburg,38.4408,-78.8683,51814
VA,Henrico,37.6046,-77.4986,334389
VA,Henry,36.6901,-79.9023,50948
VA,Highland,38.3866,-79.5705,2232
VA,Hopewell,37.2894,-77.3055,23033
VA,Isle of Wight,36.9246,-76.6447,38606
VA,James City,37.2979,-76.7599,78254
VA,King George,38.2902,-77.1636,26723
VA,King William,37.7057,-77.0626,17810
VA,King and Queen,37.6980,-76.8912,6608
VA,Lancaster,37.7040,-76.4359,10919
VA,Lee,36.7144,-83.1026,22173
VA,Lexington,37.7844,-79.4437,7320
VA,Loudoun,39.0343,-77.5175,420959
VA,Louisa,37.9823,-77.9714,37596
VA,Lunenburg,36.9700,-78.2166,11936
VA,Lynchburg,37.3928,-79.1906,79009
VA,Madison,38.3761,-78.2345,13837
VA,Manassas,38.7527,-77.4751,42772
VA,Manassas Park,38.7722,-77.4487,17219
VA,Martinsville,36.6828,-79.8638,13485
VA,Mathews,37.4452,-76.3423,8533
VA,Mecklenburg,36.6904,-78.3185,30319
VA,Middlesex,37.6013,-76.5039,10625
VA,Montgomery,37.1895,-80.4136,99721
VA,Nelson,37.8123,-78.8730,14775
VA,New Kent,37.4980,-77.0411,22945
VA,Newport News,37.0905,-76.4963,186247
VA,Norfolk,36.8962,-76.2606,238005
VA,Northampton,37.3884,-75.9192,12282
VA,Northumberland,37.8883,-76.4083,11839
VA,Norton,36.9380,-82.6233,3687
VA,Nottoway,37.1463,-78.0788,15642
VA,Orange,38.2719,-77.9547,36254
VA,Page,38.6045,-78.5006,23709
VA,Patrick,36.6544,-80.2845,17608
VA,Petersburg,37.2100,-77.3954,33458
VA,Pittsylvania,36.7698,-79.4112,60501
VA,Poquoson,37.1316,-76.3815,12460
VA,Portsmouth,36.8332,-76.3528,97915
VA,Powhatan,37.5429,-77.8758,30333
VA,Prince Edward,37.2578,-78.4222,21849
VA,Prince George,37.2191,-77.3001,43010
VA,Prince William,38.6919,-77.4116,482204
VA,Pulaski,37.0821,-80.7038,33800
VA,Radford,37.1283,-80.5596,16070
VA,Rappahannock,38.6957,-78.1238,7348
VA,Richmond,37.9474,-76.7165,8923
VA,Richmond,37.5355,-77.4665,226610
VA,Roanoke,37.2706,-79.9902,96929
VA,Roanoke,37.2785,-79.9602,100011
VA,Rockbridge,37.7877,-79.4272,22650
VA,Rockingham,38.4522,-78.8381,83757
VA,Russell,36.9353,-82.0868,25781
VA,Salem,37.2869,-80.0563,25346
VA,Scott,36.6831,-82.5966,21576
VA,Shenandoah,38.8707,-78.5267,44186
VA,Smyth,36.8282,-81.5745,29800
VA,Southampton,36.7173,-77.0674,17996
VA,Spotsylvania,38.2386,-77.5692,140032
VA,Stafford,38.4151,-77.4503,156927
VA,Staunton,38.1576,-79.0772,25750
VA,Suffolk,36.7819,-76.5511,94324
VA,Surry,37.1164,-76.8683,6561
VA,Sussex,36.9732,-77.2121,10829
VA,Tazewell,37.1467,-81.5645,40429
VA,Virginia Beach,36.8214,-76.1006,459470
VA,Warren,38.9277,-78.1783,40727
VA,Washington,36.7029,-81.9727,53935
VA,Waynesboro,38.0721,-78.8983,22196
VA,Westmoreland,38.1608,-76.8542,18477
VA,Williamsburg,37.2752,-76.7104,15425
VA,Winchester,39.1750,-78.1707,28120
VA,Wise,36.9512,-82.6130,36130
VA,Wythe,36.9196,-81.0685,28290
VA,York,37.1746,-76.4953,70045
VT,Addison,44.0605,-73.1654,37363
VT,Bennington,42.9803,-73.1486,37347
VT,Caledonia,44.4665,-72.0764,30233
VT,Chittenden,44.4803,-73.1498,168323
VT,Essex,44.6637,-71.7417,5920
VT,Franklin,44.8363,-72.9976,49946
VT,Grand Isle,44.7962,-73.2987,7293
VT,Lamoille,44.5837,-72.6556,25945
VT,Orange,43.9961,-72.3928,29277
VT,Orleans,44.8626,-72.2255,27393
VT,Rutland,43.6026,-73.0413,60572
VT,Washington,44.2433,-72.5872,59807
VT,Windham,42.9529,-72.6279,45905
VT,Windsor,43.5473,-72.4906,57753
WA,Adams,46.8649,-119.0315,20613
WA,Asotin,46.3884,-117.0679,22285
WA,Benton,46.2299,-119.2767,206873
WA,Chelan,47.5302,-120.3447,79074
WA,Clallam,48.0950,-123.4366,77155
WA,Clark,45.6806,-122.5624,503311
WA,Columbia,46.3231,-117.9762,3952
WA,Cowlitz,46.1355,-122.8948,110730
WA,Douglas,47.5043,-120.1789,42938
WA,Ferry,48.6176,-118.5208,7178
WA,Franklin,46.3035,-119.1253,96749
WA,Garfield,46.4721,-117.5779,2286
WA,Grant,47.1447,-119.4661,99123
WA,Grays Harbor,46.9913,-123.7675,75636
WA,Island,48.2063,-122.5770,86857
WA,Jefferson,48.0105,-122.8205,32977
WA,King,47.5505,-122.2304,2269675
WA,Kitsap,47.6122,-122.6329,275611
WA,Kittitas,47.0518,-120.6305,44337
WA,Klickitat,45.7984,-121.1461,22735
WA,Lewis,46.6189,-122.8392,82149
WA,Lincoln,47.6385,-118.3245,10876
WA,Mason,47.2886,-123.0344,65726
WA,Okanogan,48.4461,-119.5920,42104
WA,Pacific,46.5246,-123.9048,23365
WA,Pend Oreille,48.2815,-117.2242,13401
WA,Pierce,47.1777,-122.4075,921130
WA,San Juan,48.5752,-122.9792,17788
WA,Skagit,48.4668,-122.3353,129523
WA,Skamania,45.6886,-121.9342,12036
WA,Snohomish,47.9275,-122.1888,827957
WA,Spokane,47.6802,-117.3689,539339
WA,Stevens,48.2777,-117.8130,46445
WA,Thurston,47.0009,-122.8366,294793
WA,Wahkiakum,46.2365,-123.4262,4422
WA,Walla Walla,46.0779,-118.3912,62584
WA,Whatcom,48.8232,-122.4876,226847
WA,Whitman,46.7936,-117.2181,47973
WA,Yakima,46.5193,-120.4216,256728
WI,Adams,43.9462,-89.7831,20654
WI,Ashland,46.4759,-90.7854,16027
WI,Barron,45.4370,-91.8151,46711
WI,Bayfield,46.5941,-91.1044,16220
WI,Brown,44.4972,-88.0341,268740
WI,Buffalo,44.3802,-91.7414,13317
WI,Burnett,45.8369,-92.4038,16526
WI,Calumet,44.1526,-88.2629,52442
WI,Chippewa,44.9849,-91.3281,66297
WI,Clark,44.7881,-90.5510,34659
WI,Columbia,43.4602,-89.3662,58490
WI,Crawford,43.1654,-91.0051,16113
WI,Dane,43.0756,-89.3955,561504
WI,Dodge,43.4359,-88.7131,89396
WI,Door,44.9151,-87.3358,30066
WI,Douglas,46.6286,-92.0148,44295
WI,Dunn,44.9147,-91.8929,45440
WI,Eau Claire,44.7902,-91.4548,105710
WI,Florence,45.8537,-88.2443,4558
WI,Fond du Lac,43.7655,-88.4870,104154
WI,Forest,45.5634,-88.8121,9179
WI,Grant,42.8272,-90.6126,51938
WI,Green,42.6738,-89.5751,37093
WI,Green Lake,43.8451,-89.0147,19018
WI,Iowa,42.9820,-90.1222,23709
WI,Iron,46.3432,-90.1900,6137
WI,Jackson,44.3207,-90.9030,21145
WI,Jefferson,43.0403,-88.7856,84900
WI,Juneau,43.8431,-90.0976,26718
WI,Kenosha,42.5724,-87.9240,169151
WI,Kewaunee,44.5278,-87.5917,20563
WI,La Crosse,43.8610,-91.2089,120784
WI,Lafayette,42.6633,-90.1406,16611
WI,Langlade,45.1851,-89.1050,19491
WI,Lincoln,45.2885,-89.6865,28415
WI,Manitowoc,44.1036,-87.7243,81359
WI,Marathon,44.9075,-89.7078,138013
WI,Marinette,45.2191,-87.8480,41872
WI,Marquette,43.8109,-89.4079,15592
WI,Menominee,44.9126,-88.6357,4255
WI,Milwaukee,43.0314,-87.9595,939489
WI,Monroe,43.9426,-90.6442,46274
WI,Oconto,44.8954,-88.1463,38965
WI,Oneida,45.7110,-89.4939,37845
WI,Outagamie,44.3087,-88.4014,190705
WI,Ozaukee,43.3188,-87.9501,91503
WI,Pepin,44.5918,-91.9874,7318
WI,Pierce,44.7734,-92.5477,42212
WI,Polk,45.4049,-92.4814,44977
WI,Portage,44.4980,-89.5261,70377
WI,Price,45.7244,-90.3980,14054
WI,Racine,42.7350,-87.9280,197727
WI,Richland,43.3503,-90.3904,17304
WI,Rock,42.6548,-89.0379,163687
WI,Rusk,45.4450,-91.1306,14188
WI,Sauk,43.4493,-89.8680,65763
WI,Sawyer,45.9381,-91.3452,18074
WI,Shawano,44.7869,-88.6810,40881
WI,Sheboygan,43.7336,-87.8191,118034
WI,St. Croix,45.0180,-92.5806,93536
WI,Taylor,45.1723,-90.4086,19913
WI,Trempealeau,44.2874,-91.3635,30760
WI,Vernon,43.6053,-90.8357,30714
WI,Vilas,45.9882,-89.4970,23047
WI,Walworth,42.6629,-88.5403,106478
WI,Washburn,45.8482,-91.8354,16623
WI,Washington,43.3456,-88.2164,136761
WI,Waukesha,43.0360,-88.2362,406978
WI,Waupaca,44.4327,-88.9370,51812
WI,Waushara,44.1015,-89.2258,24520
WI,Winnebago,44.1015,-88.5409,171730
WI,Wood,44.4785,-89.9625,74207
WV,Barbour,39.1101,-80.0044,15465
