state,place,domain,status,owns,bid_url,relevant
IL,Columbia Heights,localtown.us,unreachable,,,
IL,Country Club Hills,countryclubhills.org,no_bid_page,domain,,
IL,Countryside,countryside-il.org,no_bid_page,domain,,
IL,Creal Springs,crealsprings.net,no_bid_page,domain,,
IL,Crest Hill,cityofcresthill.com,found,domain,https://cityofcresthill.com/Bids.aspx,yes
IL,Crystal Lake,crystallake.org,unreachable,,,
IL,Dallas City,dallascity-il.com,no_bid_page,domain,,
IL,Danville,cityofdanville.org,found,domain,https://cityofdanville.org/Bids.aspx,yes
IL,Darien,darien.il.us,no_bid_page,domain,,
IL,DeKalb,cityofdekalb.com,found,domain,https://cityofdekalb.com/Bids.aspx,no
IL,Decatur,ci.decatur.il.us,unreachable,,,
IL,Delavan,delavanil.org,no_bid_page,domain,,
IL,Des Plaines,desplaines.org,unreachable,,,
IL,Dixon,discoverdixon.org,no_bid_page,domain,,
IL,Du Quoin,duquoin.org,unreachable,,,
IL,East Dubuque,cityofeastdubuque.com,no_bid_page,domain,,
IL,East Moline,eastmoline.com,found,domain,https://eastmoline.com/Bids.aspx,yes
IL,East Peoria,cityofeastpeoria.com,found,domain,https://cityofeastpeoria.com/Bids.aspx,no
IL,East St. Louis,cesl.us,found,homepage,https://cesl.us/Bids.aspx,yes
IL,Edwardsville,cityofedwardsville.com,found,domain,https://cityofedwardsville.com/Bids.aspx,no
IL,Effingham,effinghamil.com,found,domain,https://effinghamil.com/notice-to-bidders,yes
IL,El Paso,elpasoil.org,found,domain,https://elpasoil.org/Bids.aspx,yes
IL,Elmwood,elmwoodil.com,unreachable,,,
IL,Elmwood Park,elmwoodpark.org,found,domain,https://elmwoodpark.org/Bids.aspx,no
IL,Eureka,eurekaillinois.net,unreachable,,,
IL,Fairfield,fairfield-il.com,no_bid_page,domain,,
IL,Flora,florail.us,unreachable,,,
IL,Freeport,cityoffreeport.org,unreachable,,,
IL,Fulton,cityoffulton.us,no_bid_page,domain,,
IL,Galena,cityofgalena.org,found,domain,https://cityofgalena.org/Bids.aspx,yes
IL,Galesburg,ci.galesburg.il.us,no_bid_page,domain,,
IL,Galva,galva.com,unreachable,,,
IL,Geneseo,cityofgeneseo.com,found,domain,https://cityofgeneseo.com/rfp,yes
IL,Geneva,geneva.il.us,found,domain,https://geneva.il.us/Bids.aspx,yes
IL,Genoa,genoa-il.com,unreachable,,,
IL,Georgetown,georgetownil.com,found,domain,https://georgetownil.com/Bids.aspx,no
IL,Gibson City,gibsoncityillinois.com,no_bid_page,domain,,
IL,Golconda,visitgolconda.com,unreachable,,,
IL,Grafton,cityofgrafton.org,unreachable,,,
IL,Granite City,granitecity.illinois.gov,unreachable,,,
IL,Grayville,cityofgrayville.com,unreachable,,,
IL,Greenville,greenvilleillinois.com,unreachable,,,
IL,Griggsville,griggsville-il.org,no_bid_page,domain,,
IL,Hamilton,hamiltonillinois.org,no_bid_page,domain,,
IL,Harrisburg,thecityofharrisburgil.com,unreachable,,,
IL,Harvard,cityofharvard.org,unreachable,,,
IL,Harvey,cityofharvey.org,no_bid_page,domain,,
IL,Havana,scenichavana.com,no_bid_page,domain,,
IL,Hennepin,villageofhennepin.com,no_bid_page,domain,,
IL,Henry,henryil.com,no_bid_page,domain,,
IL,Herrin,herrinillinois.com,unreachable,,,
IL,Hickory Hills,hickoryhillsil.org,no_bid_page,domain,,
IL,Highland,ci.highland.il.us,unreachable,,,
IL,Highland Park,cityhpil.com,found,homepage,https://cityhpil.com/bids,yes
IL,Highwood,cityofhighwood.com,found,domain,https://cityofhighwood.com/Bids.aspx,no
IL,Hillsboro,hillsboroillinois.net,no_bid_page,domain,,
IL,Hometown,cityofhometown.org,no_bid_page,domain,,
IL,Hoopeston,cityofhoopeston.com,no_bid_page,domain,,
IL,Hurst,hurstillinois.com,unreachable,,,
IL,Jacksonville,jacksonvilleil.com,no_bid_page,domain,,
IL,Jerseyville,jerseyville-il.us,no_bid_page,domain,,
IL,Kewanee,cityofkewanee.com,found,domain,https://cityofkewanee.com/Bids.aspx,yes
IL,Knoxville,kville.org,no_bid_page,homepage,,
IL,La Harpe,outfitters.com,unreachable,,,
IL,Lacon,laconcity.com,no_bid_page,domain,,
IL,Lake Forest,cityoflakeforest.com,no_bid_page,domain,,
IL,Lanark,lanarkil.com,unreachable,,,
IL,Lawrenceville,lawrencecity.com,not_this_town,,,
IL,Le Roy,leroy.org,no_bid_page,domain,,
IL,Lebanon,lebanonil.org,unreachable,,,
IL,Lewistown,lewistownillinois.org,no_bid_page,domain,,
IL,Lincoln,cityoflincoln-il.gov,unreachable,,,
IL,Lincoln's New Salem,dnrhistoric.illinois.gov,not_this_town,,,
IL,Litchfield,cityoflitchfieldil.com,found,domain,https://cityoflitchfieldil.com/Bids.aspx,no
IL,Lockport,lockport.org,unreachable,,,
IL,Loves Park,loves-park.il.us,unreachable,,,
IL,Macomb,cityofmacomb.com,no_bid_page,domain,,
IL,Madison,cityofmadisonil.com,no_bid_page,domain,,
IL,Marengo,cityofmarengo.com,unreachable,,,
IL,Markham,cityofmarkham.net,found,domain,https://cityofmarkham.net/Bids.aspx,yes
IL,Marquette Heights,cityofmarquetteheights.com,unreachable,,,
IL,Marseilles,cityofmarseilles.com,no_bid_page,domain,,
IL,Marseilles,marseillesil.net,unreachable,,,
IL,Marshall,marshall-il.com,unreachable,,,
IL,Mascoutah,mascoutah.com,unreachable,,,
IL,Mattoon,mattoon.illinois.gov,found,domain,https://mattoon.illinois.gov/bids,yes
IL,McHenry,ci.mchenry.il.us,unreachable,,,
IL,McLeansboro,mcleansboro.com,unreachable,,,
IL,Mendota,mendota.il.us,unreachable,,,
IL,Metropolis,cityofmetropolis.com,no_bid_page,domain,,
IL,Moline,moline.il.us,found,domain,https://moline.il.us/Bids.aspx,yes
IL,Momence,cityofmomence.com,no_bid_page,domain,,
IL,Monticello,monticelloillinois.net,unreachable,,,
IL,Morris,city.mornet.org,unreachable,,,
IL,Mount Carmel,cityofmtcarmel.com,unreachable,,,
IL,Mount Carroll,mtcarrollil.org,no_bid_page,homepage,,
IL,Mount Vernon,mtvernon.com,found,homepage,https://mtvernon.com/bids,yes
IL,Murphysboro,murphysboro.com,no_bid_page,domain,,
IL,Nauvoo,cityofnauvoo.org,unreachable,,,
IL,Neoga,neoga.org,no_bid_page,domain,,
IL,Newton,newtonillinois.com,no_bid_page,domain,,
IL,Nokomis,nokomisonline.com,found,domain,https://nokomisonline.com/Bids.aspx,yes
IL,North Chicago,northchicago.org,no_bid_page,domain,,
IL,Northlake,northlakecity.com,no_bid_page,domain,,
IL,O'Fallon,ofallon.org,unreachable,,,
IL,Oak Forest,oak-forest.org,found,domain,https://oak-forest.org/Bids.aspx,no
IL,Oakbrook Terrace,oakbrookterrace.net,unreachable,,,
IL,Oglesby,oglesby.il.us,no_bid_page,domain,,
IL,Olney,ci.olney.il.us,no_bid_page,domain,,
IL,Oneida,oneidaillinois.webs.com,unreachable,,,
IL,Oregon,oregonil.com,unreachable,,,
IL,Ottawa,cityofottawa.org,found,domain,https://cityofottawa.org/Bids.aspx,no
IL,Palos Heights,palosheights.org,found,domain,https://palosheights.org/Bids.aspx,yes
IL,Palos Hills,paloshillsweb.org,no_bid_page,domain,,
IL,Pana,panaillinois.com,no_bid_page,domain,,
IL,Paris,parisillinois.org,no_bid_page,domain,,
IL,Park City,parkcityil.org,unreachable,,,
IL,Paxton,paxtonil.com,unreachable,,,
IL,Pekin,ci.pekin.il.us,unreachable,,,
IL,Peru,peru.il.us,no_bid_page,domain,,
IL,Pinckneyville,ci.pinckneyville.il.us,no_bid_page,domain,,
IL,Pittsfield,pittsfieldil.org,unreachable,,,
IL,Plano,cityofplanoil.com,found,domain,https://cityofplanoil.com/Bids.aspx,no
IL,Pontiac,pontiac.org,found,domain,https://pontiac.org/Bids.aspx,no
IL,Princeton,princeton-il.com,no_bid_page,domain,,
IL,Prospect Heights,prospect-heights.il.us,found,domain,https://prospect-heights.il.us/Bids.aspx,yes
IL,Red Bud,cityofredbud.org,found,domain,https://cityofredbud.org/bid-opportunities,yes
IL,Robinson,cityofrobinson.com,no_bid_page,domain,,
IL,Rochelle,cityofrochelle.net,no_bid_page,domain,,
IL,Rock Falls,rockfalls61071.com,unreachable,,,
IL,Rock Island,rigov.org,found,homepage,https://rigov.org/Bids.aspx,yes
IL,Rolling Meadows,cityrm.org,found,homepage,https://cityrm.org/Bids.aspx,yes
IL,Rushville,schuylercountyillinois.com,no_bid_page,homepage,,
IL,Salem,salemil.us,unreachable,,,
IL,Savanna,savannaillinois.com,unreachable,,,
IL,Sesser,sesser.org,no_bid_page,domain,,
IL,Shelbyville,shelbyvilleillinois.net,no_bid_page,domain,,
IL,South Beloit,southbeloit.org,unreachable,,,
IL,Spring Valley,spring-valley.il.us,no_bid_page,domain,,
IL,Springfield,springfield.il.us,no_bid_page,domain,,
IL,St. Charles,ci.st-charles.il.us,unreachable,,,
IL,Staunton,stauntonil.com,unreachable,,,
IL,Stelle,stellecommunity.com,no_bid_page,domain,,
IL,Sterling,ci.sterling.il.us,unreachable,,,
IL,Streator,ci.streator.il.us,no_bid_page,domain,,
IL,Sullivan,sullivanil.us,no_bid_page,domain,,
IL,Sumner,sumnerillinois.com,unreachable,,,
IL,Sycamore,cityofsycamore.com,found,domain,https://cityofsycamore.com/Bids.aspx,yes
IL,Taylorville,taylorville.net,no_bid_page,domain,,
IL,Toluca,cityoftoluca.org,unreachable,,,
IL,Trenton,www3.trenton-il.com,unreachable,,,
IL,Troy,ci.troy.il.us,unreachable,,,
IL,Tuscola,tuscola.org,no_bid_page,domain,,
IL,Vandalia,vandaliaillinois.com,no_bid_page,domain,,
IL,Vienna,cityofviennail.net,no_bid_page,domain,,
IL,Villa Grove,villagrove.org,no_bid_page,domain,,
IL,Virginia,virginiaillinois.net,unreachable,,,
IL,Warrenville,warrenville.il.us,found,domain,https://warrenville.il.us/Bids.aspx,yes
IL,Washington,washington-illinois.org,unreachable,,,
IL,Waterloo,waterloo.il.us,found,domain,https://waterloo.il.us/notice-to-bidders,yes
IL,Watseka,watsekacity.com,no_bid_page,domain,,
IL,Wenona,cityofwenona.org,no_bid_page,domain,,
IL,West Chicago,westchicago.org,unreachable,,,
IL,West Frankfort,westfrankfort-il.com,no_bid_page,domain,,
IL,West Peoria,cityofwestpeoria.org,unreachable,,,
IL,Wheaton,wheaton.il.us,found,domain,https://wheaton.il.us/Bids.aspx,yes
IL,Wilmington,wilmington-il.com,no_bid_page,domain,,
IL,Wood Dale,wooddale.com,unreachable,,,
IL,Wood River,woodriver.org,found,domain,https://woodriver.org/bids,yes
IL,Wyoming,wyomingil.org,no_bid_page,domain,,
IL,Yorkville,yorkville.il.us,found,domain,https://yorkville.il.us/Bids.aspx,no
IL,Zeigler,zeigleril.com,unreachable,,,
IL,Zion,cityofzion.com,found,domain,https://cityofzion.com/bids,yes
KS,Abilene,abilenecityhall.com,found,domain,https://abilenecityhall.com/Bids.aspx,no
KS,Admire,admireks.com,unreachable,,,
KS,Alma,cityofalma-kansas.net,unreachable,,,
KS,Andale,cityofandale.com,unreachable,,,
KS,Andover,andoverks.com,found,domain,https://andoverks.com/Bids.aspx,yes
KS,Anthony,anthonykansas.org,no_bid_page,domain,,
KS,Argonia,cityofargonia.com,no_bid_page,domain,,
KS,Arma,armakansas.org,no_bid_page,domain,,
KS,Ashland,ashlandks.com,no_bid_page,domain,,
KS,Atchison,cityofatchison.com,found,domain,https://cityofatchison.com/doing-business/bids,yes
KS,Attica,cityofatticaks.com,found,domain,https://cityofatticaks.com/Bids.aspx,yes
KS,Atwood,atwoodkansas.com,unreachable,,,
KS,Auburn,auburnks.com,no_bid_page,domain,,
KS,Augusta,augustagov.org,no_bid_page,domain,,
KS,Axtell,axtellks.com,no_bid_page,domain,,
KS,Baldwin City,baldwincity.org,found,domain,https://baldwincity.org/Bids.aspx,yes
KS,Barnes,barnesks.net,unreachable,,,
KS,Basehor,cityofbasehor.org,found,domain,https://cityofbasehor.org/Bids.aspx,no
KS,Baxter Springs,baxtersprings.us,no_bid_page,domain,,
KS,Beeler,nesscountychamber.com,no_bid_page,homepage,,
KS,Belle Plaine,bpks.org,found,homepage,https://bpks.org/bids,yes
KS,Belleville,bellevilleks.org,no_bid_page,domain,,
KS,Beloit,beloitks.org,found,domain,https://beloitks.org/bids,yes
KS,Belvue,cityofbelvue.50megs.com,unreachable,,,
KS,Bennington,cityofbennington.com,no_bid_page,domain,,
KS,Bentley,bentleyks.webs.com,unreachable,,,
KS,Benton,bentonks.org,found,domain,https://bentonks.org/Bids.aspx,yes
KS,Blue Rapids,bluerapids.org,no_bid_page,domain,,
KS,Bonner Springs,bonnersprings.org,found,domain,https://bonnersprings.org/Bids.aspx,no
KS,Buhler,buhlerks.org,no_bid_page,domain,,
KS,Burdett,burdettks.org,no_bid_page,domain,,
KS,Burlingame,burlingameks.com,unreachable,,,
KS,Burns,burnsks.com,no_bid_page,domain,,
KS,Burrton,burrtonkansas.com,unreachable,,,
KS,Caldwell,cityofcaldwellks.com,unreachable,,,
KS,Caney,caneyks.com,found,domain,https://caneyks.com/Bids.aspx,no
KS,Canton,cantonks.org,no_bid_page,domain,,
KS,Carbondale,carbondaleks.com,found,domain,https://carbondaleks.com/Bids.aspx,yes
KS,Cawker City,cawkercitykansas.com,unreachable,,,
KS,Cedar Vale,cityofcedarvale.com,no_bid_page,domain,,
KS,Centralia,cityofcentraliaks.org,found,domain,https://cityofcentraliaks.org/government/purchasing,no
KS,Chanute,chanute.org,found,domain,https://chanute.org/Bids.aspx,no
KS,Chapman,chapmanks.com,unreachable,,,
KS,Cheney,cheneyks.org,no_bid_page,domain,,
KS,Cherryvale,cherryvaleusa.com,no_bid_page,domain,,
KS,Chetopa,chetopa.org,unreachable,,,
KS,Cimarron,cimarronks.org,no_bid_page,domain,,
KS,Clay Center,cityofclaycenter.com,no_bid_page,domain,,
KS,Clearwater,clearwaterks.org,found,domain,https://clearwaterks.org/bid-opportunities,yes
KS,Coffeyville,coffeyville.com,found,domain,https://coffeyville.com/Bids.aspx,yes
KS,Colby,cityofcolby.com,unreachable,,,
KS,Coldwater,coldwaterks.com,no_bid_page,domain,,
KS,Columbus,columbuscityhall.com,unreachable,,,
KS,Colwich,colwichks.org,no_bid_page,domain,,
KS,Concordia,concordiaks.org,no_bid_page,domain,,
KS,Conway Springs,conwayspringsks.com,no_bid_page,domain,,
KS,Cottonwood Falls,cottonwoodfallskansas.com,unreachable,,,
KS,Council Grove,councilgrove.com,no_bid_page,domain,,
KS,Courtland,courtlandks.com,no_bid_page,domain,,
KS,Cuba,cubakansas.com,no_bid_page,domain,,
KS,Culver,cityofculverkansas.org,no_bid_page,domain,,
KS,Cunningham,cunninghamks.net,no_bid_page,domain,,
KS,De Soto,desotoks.us,found,domain,https://desotoks.us/Bids.aspx,no
KS,Deerfield,deerfieldkansas.com,no_bid_page,domain,,
KS,Derby,derbyweb.com,unreachable,,,
KS,Dighton,dightonkansas.com,found,domain,https://dightonkansas.com/Bids.aspx,no
KS,Dodge City,dodgecity.org,found,domain,https://dodgecity.org/Bids.aspx,yes
KS,Douglass,cityofdouglassks.com,no_bid_page,domain,,
KS,Downs,downsks.net,no_bid_page,domain,,
KS,Dwight,dwightks.net,unreachable,,,
KS,Edgerton,edgertonks.org,found,domain,https://edgertonks.org/bids,yes
KS,Edwardsville,edwardsvilleks.org,found,domain,https://edwardsvilleks.org/Bids.aspx,no
KS,Effingham,thenewsleaf.com,unreachable,,,
KS,El Dorado,360eldorado.com,no_bid_page,domain,,
KS,Elbing,elbingks.com,unreachable,,,
KS,Elkhart,ci.elkhart.ks.us,no_bid_page,domain,,
KS,Ellinwood,cityofellinwoodks.com,no_bid_page,domain,,
KS,Ellis,ellis.ks.us,no_bid_page,domain,,
KS,Ellsworth,exploreellsworthcounty.com,unreachable,,,
KS,Elsmore,elsmorekansas.tripod.com,unreachable,,,
KS,Elwood,elwoodkansas.com,no_bid_page,domain,,
KS,Enterprise,enterpriseks.org,no_bid_page,domain,,
KS,Erie,erieks.com,no_bid_page,domain,,
KS,Esbon,esbonkansas.org,unreachable,,,
KS,Eskridge,eskridgeks.org,no_bid_page,domain,,
KS,Eureka,eurekaks.org,no_bid_page,domain,,
KS,Fairway,fairwaykansas.org,no_bid_page,domain,,
KS,Florence,florenceks.com,no_bid_page,domain,,
KS,Fontana,fontanaks.com,unreachable,,,
KS,Fort Leavenworth,home.army.mil,unreachable,,,
KS,Fort Riley,riley.army.mil,unreachable,,,
KS,Fort Scott,fortscott.com,found,domain,https://fortscott.com/rfp,yes
KS,Fowler,fowlerkansas.com,unreachable,,,
KS,Frankfort,cityoffrankfort.org,no_bid_page,domain,,
KS,Fredonia,fredoniaks.org,found,domain,https://fredoniaks.org/Bids.aspx,no
KS,Frontenac,frontenacks.net,unreachable,,,
KS,Galva,galvaks.com,unreachable,,,
KS,Garden City,garden-city.org,found,domain,https://garden-city.org/Bids.aspx,no
KS,Garden Plain,gardenplain.com,no_bid_page,domain,,
KS,Garnett,garnettks.net,unreachable,,,
KS,Gaylord,gaylordkansas.com,unreachable,,,
KS,Glasco,glascokansas.org,no_bid_page,domain,,
KS,Glen Elder,glenelder.com,no_bid_page,domain,,
KS,Goessel,goesselks.com,unreachable,,,
KS,Goodland,cityofgoodland.org,no_bid_page,domain,,
KS,Grandview Plaza,grandviewplaza.org,no_bid_page,domain,,
KS,Great Bend,greatbendks.net,found,domain,https://greatbendks.net/Bids.aspx,yes
KS,Greensburg,greensburgks.org,no_bid_page,domain,,
KS,Grenola,grenolaks.com,unreachable,,,
KS,Gridley,gridleyks.org,unreachable,,,
KS,Haddam,ci.haddam.ks.us,unreachable,,,
KS,Halstead,halsteadks.com,no_bid_page,domain,,
KS,Harper,cityofharper.com,found,domain,https://cityofharper.com/Bids.aspx,yes
KS,Haven,havenkansas.com,no_bid_page,domain,,
KS,Haviland,havilandkansas.com,unreachable,,,
KS,Hays,haysusa.com,found,domain,https://haysusa.com/Bids.aspx,no
KS,Haysville,haysville-ks.com,found,domain,https://haysville-ks.com/bids,no
KS,Herington,cityofherington.com,no_bid_page,domain,,
KS,Hesston,hesstonks.org,no_bid_page,domain,,
KS,Hiawatha,cityofhiawatha.org,unreachable,,,
KS,Highland,cityofhighlandkansas.com,unreachable,,,
KS,Hill City,discoverhillcity.com,no_bid_page,domain,,
KS,Hillsboro,cityofhillsboro.net,unreachable,,,
KS,Hoisington,hoisingtonks.org,unreachable,,,
KS,Holcomb,cityofholcomb.org,no_bid_page,domain,,
KS,Holton,holtonkansas.org,found,domain,https://holtonkansas.org/Bids.aspx,no
KS,Holyrood,holyroodkansas.com,unreachable,,,
KS,Hope,cityofhopeks.com,no_bid_page,domain,,
KS,Horton,hortonkansas.net,unreachable,,,
KS,Howard,cityofhoward.org,no_bid_page,domain,,
KS,Hudson,hudsonkansas.org,no_bid_page,domain,,
KS,Hugoton,cityofhugoton.com,no_bid_page,domain,,
KS,Humboldt,humboldtkansas.org,no_bid_page,domain,,
KS,Hutchinson,hutchgov.com,found,homepage,https://hutchgov.com/bids,no
KS,Inman,inmanks.org,found,domain,https://inmanks.org/Bids.aspx,yes
KS,Iola,cityofiola.com,found,domain,https://cityofiola.com/Bids.aspx,no
KS,Jetmore,jetmorekansas.com,unreachable,,,
KS,Kanopolis,kanopoliskansas.com,no_bid_page,domain,,
KS,Kanorado,cityofkanorado.com,unreachable,,,
KS,Kansas City,wycokck.org,found,homepage,https://wycokck.org/purchasing,no
KS,Kechi,kechiks.com,no_bid_page,domain,,
KS,Kingman,cityofkingman.com,no_bid_page,domain,,
KS,Kirwin,cityofkirwin.com,unreachable,,,
KS,Kismet,kismet.org,unreachable,,,
KS,La Crosse,cityoflacrosseks.com,no_bid_page,domain,,
KS,La Cygne,cityoflacygne.org,no_bid_page,domain,,
KS,Lake Quivira,cityoflakequivira.org,no_bid_page,domain,,
KS,Lakin,lakinkansas.org,no_bid_page,domain,,
KS,Lansing,lansing.ks.us,unreachable,,,
KS,Larned,cityoflarned.org,found,domain,https://cityoflarned.org/Bids.aspx,no
KS,Lawrence,lawrenceks.org,found,domain,https://lawrenceks.org/purchasing,yes
KS,LeRoy,leroykansas.com,no_bid_page,domain,,
KS,Leavenworth,leavenworthks.org,found,domain,https://leavenworthks.org/rfps,yes
KS,Leawood,leawood.org,found,domain,https://leawood.org/Bids.aspx,yes
KS,Lebanon,lebanon.mykansaslibrary.org,unreachable,,,
KS,Lebo,leboks.org,no_bid_page,domain,,
KS,Lecompton,lecompton.org,no_bid_page,domain,,
KS,Lenexa,lenexa.com,no_bid_page,domain,,
KS,Leoti,leotikansas.org,no_bid_page,domain,,
KS,Liberal,cityofliberal.org,found,domain,https://cityofliberal.org/Bids.aspx,no
KS,Lincoln Center,lincolnks.org,found,homepage,https://lincolnks.org/Bids.aspx,no
KS,Lindsborg,lindsborgcity.org,no_bid_page,domain,,
KS,Linn Valley,cityoflinnvalley.com,unreachable,,,
KS,Logan,discoverlogan.com,no_bid_page,domain,,
KS,Longford,longfordks.org,unreachable,,,
KS,Longton,cityoflongton.com,no_bid_page,domain,,
KS,Lorraine,lorrainekansas.com,no_bid_page,domain,,
KS,Lucas,lucaskansas.com,no_bid_page,domain,,
KS,Lyons,lyonsks.org,no_bid_page,domain,,
KS,Madison,madisonkschamber.org,no_bid_page,domain,,
KS,Manhattan,cityofmhk.com,unreachable,,,
KS,Mankato,mankatoks.com,no_bid_page,domain,,
KS,Marion,marionks.net,no_bid_page,domain,,
KS,Marquette,marquetteks.org,no_bid_page,domain,,
KS,Marysville,cityofmarysvilleks.com,unreachable,,,
KS,McLouth,cityofmclouth.org,no_bid_page,domain,,
KS,McPherson,mcphersonks.org,unreachable,,,
KS,Meade,cityofmeade.org,unreachable,,,
KS,Medicine Lodge,cyberlodg.com,unreachable,,,
KS,Melvern,melvernks.com,no_bid_page,domain,,
KS,Meriden,meridenks.com,no_bid_page,domain,,
KS,Merriam,merriam.org,found,domain,https://merriam.org/bids,yes
KS,Miltonvale,miltonvaleks.com,unreachable,,,
KS,Minneapolis,minneapolis-ks.com,no_bid_page,domain,,
KS,Minneola,minneolakansas.com,unreachable,,,
KS,Mission,missionks.org,no_bid_page,domain,,
KS,Mission Woods,missionwoods-ks.org,no_bid_page,domain,,
KS,Moline,molinekansas.com,unreachable,,,
KS,Montezuma,montezumaks.us,no_bid_page,domain,,
KS,Moscow,moscow.org,unreachable,,,
KS,Mound City,moundcity.org,no_bid_page,domain,,
KS,Moundridge,moundridge.com,no_bid_page,domain,,
KS,Mount Hope,mounthopecity.com,found,domain,https://mounthopecity.com/Bids.aspx,no
